condition,condition_display,opponent,map,cell_seed,episode_index,episode_seed,return,success,steps,checkpoint
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,17,10117,-1.2488282404956408,1,95,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,18,10118,0.17508030886529014,1,71,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,19,10119,-2.067256336507853,1,81,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,20,10120,-3.967387715296354,1,123,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,21,10121,-1.3658087963412981,1,94,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,22,10122,-5.850753875361988,1,149,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,23,10123,-1.304656689055264,1,91,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,24,10124,-1.7124534246104304,1,102,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,0,11000,0.02650657802587375,1,76,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,1,11001,-4.324344798165839,1,151,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,2,11002,-6.203480161377229,1,176,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,3,11003,-13.860789240017766,1,287,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,4,11004,-9.47846780953114,1,197,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,5,11005,-4.801538008148782,1,133,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,6,11006,-1.4733637120807543,1,111,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,7,11007,-6.896182802884141,1,183,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,8,11008,-1.9915736707043834,1,102,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,9,11009,-5.218686833977699,1,145,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,10,11010,-11.774790633673547,1,258,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,11,11011,-3.2621645967301447,1,131,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,12,11012,-2.828753578942269,1,122,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,13,11013,-8.803768966463394,1,207,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,14,11014,-2.3292257975263055,1,119,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,15,11015,-8.217843369289767,1,197,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,16,11016,-1.861370617931243,1,109,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,17,11017,-6.315200922312215,1,168,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,18,11018,-10.438607589690946,1,256,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,19,11019,-0.3895058791677002,1,93,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,20,11020,-5.445587481604889,1,167,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,21,11021,-14.130843998136697,1,284,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,22,11022,-8.79750738243456,1,217,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,23,11023,-9.700721618661191,1,224,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b,11000,24,11024,-0.815940899628913,1,81,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,0,11100,-2.8186412568902597,1,142,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,1,11101,-1.1984914310160093,1,86,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,2,11102,-1.8018790052447002,1,91,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,3,11103,-6.280653609253932,1,160,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,4,11104,-4.9532554390025325,1,142,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,5,11105,-0.9630263467843179,1,79,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,6,11106,-5.267167908110423,1,126,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,7,11107,-0.8155648866668344,1,94,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,8,11108,-1.423900632042205,1,93,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,9,11109,-1.9925980503321625,1,116,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,10,11110,-3.8367815472302027,1,143,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,11,11111,-3.604360751574859,1,118,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,12,11112,-11.823531944333808,1,240,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,13,11113,-3.034026418434223,1,123,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,14,11114,-3.1405139255221,1,127,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,15,11115,-9.769616453791969,1,217,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,16,11116,-8.96777581149945,1,202,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,17,11117,-2.0357850261207204,1,84,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,18,11118,-4.599576605949551,1,151,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,19,11119,-5.197842213092372,1,148,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,20,11120,-0.5725543325243052,1,80,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,21,11121,-6.08124427733128,1,164,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,22,11122,-1.4178727025573608,1,94,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,23,11123,-1.883553136663977,1,90,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP10,map_b_split_lane_v2,11100,24,11124,-4.110022076871246,1,135,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,0,9000,-5.53105297012371,1,165,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,1,9001,-2.1812587163294666,1,106,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,2,9002,-7.2193910408823285,1,190,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,3,9003,-2.005076986097265,1,109,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,4,9004,-1.6779526329482906,1,106,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,5,9005,-1.4408770956506487,1,99,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,6,9006,-11.503905552643118,1,248,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,7,9007,-5.537128264491912,1,181,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,8,9008,-3.2759045748680364,1,136,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,9,9009,-1.033314606291242,1,92,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,10,9010,-2.778937747614691,1,109,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,11,9011,-0.6243579607107677,1,89,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,12,9012,-1.0670905582956038,1,85,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,13,9013,-2.499492668051971,1,124,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,14,9014,-4.182295126927784,1,126,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,15,9015,-4.913551476900466,1,145,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,16,9016,-5.409134238288971,1,179,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,17,9017,-2.4216656134231016,1,102,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,18,9018,-6.275016851286637,1,158,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,19,9019,-4.406042169692228,1,158,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,20,9020,-5.749597595073283,0,149,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,21,9021,-2.6289522613224108,1,111,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,22,9022,-3.445728033228079,1,132,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,23,9023,-1.8720584861002862,1,113,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b,9000,24,9024,-4.212658794072922,1,154,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,0,9100,-1.4164040433533955,1,95,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,1,9101,-2.9081389743078034,1,114,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,2,9102,-5.307311571377795,1,144,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,3,9103,-2.3917377503821626,1,112,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,4,9104,-5.845884624228347,1,186,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,5,9105,-5.614772851462476,1,180,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,6,9106,-6.425521065102657,1,163,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,7,9107,-5.514931683719624,1,172,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,8,9108,-2.534935491043143,1,119,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,9,9109,-0.734863045043312,1,77,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,10,9110,0.2986027601000387,1,83,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,11,9111,-0.9206873393850401,1,81,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,12,9112,-0.8126147851871792,1,88,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,13,9113,-3.0414325950841885,1,123,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,14,9114,-1.0059555393236224,1,89,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,15,9115,-4.473866533255205,1,135,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,16,9116,-3.802732863725396,1,131,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,17,9117,-2.9389407786366064,1,116,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,18,9118,-1.4180040176725015,1,91,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,19,9119,-9.51052021869691,1,216,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,20,9120,-0.905724085343536,1,95,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,21,9121,-3.424027141853003,1,115,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,22,9122,-0.0810158799868077,1,80,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,23,9123,-5.01097709836904,1,156,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP8,map_b_split_lane_v2,9100,24,9124,-2.015507470263401,1,126,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,0,10000,-0.3087336093012709,1,89,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,1,10001,-5.297041417856235,1,143,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,2,10002,-6.092611683008727,1,169,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,3,10003,-3.1806529599125497,1,126,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,4,10004,-1.6916830310365185,1,99,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,5,10005,-0.6471250841859728,1,93,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,6,10006,-3.6803796630119905,1,130,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,7,10007,-9.321019387221895,1,239,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,8,10008,-5.2881000677880365,1,148,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,9,10009,-4.799491675308673,1,145,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,10,10010,-4.261059670476243,1,153,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,11,10011,-3.949296785547631,1,138,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,12,10012,-4.516702651948435,1,166,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,13,10013,-6.140352787129814,1,177,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,14,10014,-3.1058493042655755,1,138,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,15,10015,-3.5272962288872804,1,123,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,16,10016,-0.4843366740969941,1,89,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
shuffled_qphi_outputs,shuffled_router,OP9,map_b,10000,17,10017,-0.24982206671847962,1,90,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
